time,x,y,radius
0.0,0.0934401776313845,0.10851982236861552,0.14320481361567616
0.01,0.08617321521107996,0.11662798917530377,0.14501003716601785
0.02,0.07822328372038867,0.12426705199367337,0.14683726477702702
0.03,0.06961913570972923,0.13138082571137255,0.14868673586292674
0.04,0.0603940549604813,0.1379147477970842,0.15055869132834207
0.05,0.05058577843027984,0.1438162373362225,0.15245337353088007
0.06,0.04023639021984955,0.14903505173239937,0.15437102624133506
0.07,0.029392187456186353,0.15352363893039336,0.15631189460143266
0.08,0.01810351814836485,0.1572374829864632,0.15827622507902595
0.09,0.006424591237663044,0.16013544079388092,0.16026426542065328
0.1,-0.0055867407678133075,0.1621800677659426,0.1622762646013658
0.11,-0.017869226013156117,0.16333793028580795,0.1643124727717306
0.12,-0.030358483638573963,0.16357990275262502,0.16637314120191343
0.13,-0.04298729933827716,0.1628814470867426,0.16845852222274174
0.14,-0.055685945059964256,0.1612228726035627,0.17056886916364886
0.15,-0.06838252159886522,0.15858957422582262,0.17270443628739526
0.16,-0.08100332267341386,0.15497224707783444,0.1748654787214634
0.17,-0.09347321890658843,0.15036707559237647,0.17705225238601868
0.18,-0.10571605997883449,0.1447758953613823,0.17926501391832833
0.19,-0.11765509306632531,0.1382063260750749,0.18150402059352735
0.2,-0.12921339553317687,0.13067187402043426,0.18376953024161938
0.21,-0.1403143197091559,0.12219200274847213,0.18606180116059778
0.22,-0.15088194745642367,0.11279217067023718,0.18838109202557168
0.23,-0.16084155211094261,0.10250383450322648,0.19072766179377837
0.24,-0.1701200652773014,0.09136441766229306,0.19310176960536435
0.25,-0.17864654586081635,0.07941724287149102,0.195503674679813
0.26,-0.1863526486387252,0.06671142846478703,0.19793363620789814
0.27,-0.1931730896039348,0.05330174804331598,0.2003919132390401
0.28,-0.19904610526089453,0.039248453363916434,0.20287876456394008
0.29,-0.2039139030144508,0.02461706054703286,0.20539444859236855
0.3,-0.20772309976964204,0.009478099910630191,0.20793922322598146
0.31,-0.21042514585388059,-0.006093170040610836,0.21051334572603875
0.32,-0.2119767313833307,-0.022017083716063014,0.21311707257589868
0.33,-0.21234017222292867,-0.03820992364803325,0.2157506593381618
0.34,-0.2114837727347156,-0.05458430859948467,0.21841436050633808
0.35000000000000003,-0.20938216257218303,-0.07104961313493001,0.22110842935091213
0.36,-0.2060166048592837,-0.08751241699480677,0.2238331177596809
0.37,-0.20137527319165313,-0.10387698239339563,0.22658867607224056
0.38,-0.19545349501433135,-0.12004575714527155,0.22937535290849967
0.39,-0.18825395906467385,-0.13591990131679846,0.23219339499109817
0.4,-0.17978688472089,-0.1513998348987096,0.2350430469616132
0.41000000000000003,-0.1700701512653285,-0.16638580380476747,0.23792455119043576
0.42,-0.15912938525671577,-0.1807784613212654,0.24083814758020483
0.43,-0.14699800440640104,-0.19447946196408655,0.24378407336268892
0.44,-0.13371721656952332,-0.20739206454551568,0.24676256288900905
0.45,-0.1193359726920226,-0.21942174111329996,0.24977384741310124
0.46,-0.10391087279760443,-0.2304767883008238,0.25281815486832165
0.47000000000000003,-0.08750602435405137,-0.2404689375208872,0.25589570963710234
0.48,-0.07019285262448113,-0.24931396034757564,0.2590067323135726
0.49,-0.05204986288499508,-0.25693226536212604,0.26215143945906677
0.5,-0.03316235467427292,-0.26324948269048365,0.2653300433504459
0.51,-0.013622088531583042,-0.2681970324332768,0.26854275172117087
0.52,0.006473094024151409,-0.27171267318396913,0.2717897674950695
0.53,0.027019696221787137,-0.2737410268486425,0.2750712885127542
0.54,0.04790903611770907,-0.2742340760217519,0.27838750725065226
0.55,0.06902775937177624,-0.27315163023669853,0.28173861053262456
0.56,0.09025839276304187,-0.270461757498469,0.28512477923415946
0.5700000000000001,0.11147993619199077,-0.26614117761805184,0.28854618797914094
0.58,0.13256849062456366,-0.26017561400486605,0.2920030048292039
0.59,0.15339791914903408,-0.25256010073390495,0.2954953909657032
0.6,0.17384053804179508,-0.24329924188842342,0.2990235003643399
0.61,0.19376783447422394,-0.23240742038635395,0.30258747946250136
0.62,0.21305120724194543,-0.21990895372864436,0.3061874668193939
0.63,0.23156272666190114,-0.20583819435963097,0.30982359276905874
0.64,0.24917590956352287,-0.19023957260250635,0.31349597906638804
0.65,0.2657665050998202,-0.17316758042586303,0.31720473852627185
0.66,0.2812132869240905,-0.1546866946089986,0.3209499746560333
0.67,0.2953988471199365,-0.13487123820280172,0.3247317812813284
0.68,0.3082103871379471,-0.11380517952810817,0.3285502421657122
0.6900000000000001,0.3195405008832718,-0.09158186831277902,0.33240543062409705
0.7000000000000001,0.32928794501582115,-0.06830370894063369,0.33629740913035483
0.71,0.33735839147022983,-0.044081771167855416,0.3402262289193413
0.72,0.3436651571772045,-0.019035339053543356,0.3441919295836497
0.73,0.34812990597245197,0.00670860075143968,0.3481945386654283
0.74,0.3506833177149166,0.03301592981153985,0.3522340712436287
0.75,0.35126571970325304,0.05974602586028316,0.35631052951708003
0.76,0.3498276755788444,0.0867524455487231,0.36042390238381994
0.77,0.3463305270356061,0.11388365923689932,0.3645741650171428
0.78,0.3407468838214319,0.1409838346827295,0.36876127843886164
0.79,0.3330610577134161,0.1678936660972018,0.3729851890903152
0.8,0.32326943637865996,0.1944512446601928,0.3772458284016864
0.81,0.31138079329409973,0.22049296623038148,0.38154311236023514
0.8200000000000001,0.29741653019168907,0.24585447163823673,0.38587694107808573
0.8300000000000001,0.28141084881854944,0.27037161462558473,0.3902471983602473
0.84,0.2634108491542504,0.29388145219143635,0.39465375127358254
0.85,0.24347655160786075,0.31622325182415256,0.39909644971747954
0.86,0.22168084112427178,0.33723950984715034,0.40357512599702033
0.87,0.19810933156075167,0.35677697488162297,0.4080895943994775
0.88,0.17286014914876244,0.3746876702374799,0.4126396507750108
0.89,0.1460436343305487,0.3908299088850897,0.41722507212247273
0.9,0.11778196175248828,0.4050692945374799,0.4218456161812711
0.91,0.08820867870507239,0.4172797022872931,0.4265010210302745
0.92,0.05746816281986926,0.4273442321967221,0.4311910046947836
0.93,0.025715000363951204,0.4351561292333511,0.43591526476262676
0.9400000000000001,-0.006886712991095813,0.44061966298160843,0.44067347801047424
0.9500000000000001,-0.0401641465085874,0.4436509606394417,0.445465300041499
0.96,-0.07393658087788937,0.44417878693367674,0.45029036493554386
0.97,-0.10801632336460877,0.4421452647558536,0.4551482849129848
0.98,-0.14220968759845518,0.4375065305334335,0.46003865001350963
0.99,-0.17631803345973207,0.43023331860911046,0.46496102779105647
1.0,-0.21013886202250975,0.4203114692032326,0.4699149630261792
1.01,-0.2434669600281585,0.4077423548804186,0.47489997745712953
1.02,-0.2760955879008645,0.3925432208303981,0.47991556953096104
1.03,-0.3078177048807701,0.37474743470365574,0.48496121417597465
1.04,-0.3384272244441847,0.35440464221302814,0.49003636259683736
