time,x1,x2,y1,y2,v1,v2
0.0,0.02,0.02,0.02,0.02,0.0,0.0
0.01,0.0388,0.0388,0.0388,0.0388,0.0002,0.0002
0.02,0.056462,0.056462,0.056462,0.056462,0.000586,0.000586
0.03,0.07304498,0.07304498,0.07304498,0.07304498,0.0011447599999999999,0.0011447599999999999
0.04,0.0886050432,0.0886050432,0.0886050432,0.0886050432,0.0018637621999999998,0.0018637621999999998
0.05,0.103195552498,0.103195552498,0.103195552498,0.103195552498,0.0027311750099999997,0.0027311750099999997
0.06,0.11686726059762,0.11686726059762,0.11686726059762,0.11686726059762,0.0037358187848799997,0.0037358187848799997
0.07,0.1296684340225188,0.1296684340225188,0.1296684340225188,0.1296684340225188,0.0048671332030074,0.0048671332030074
0.08,0.1416449713210173,0.1416449713210173,0.1416449713210173,0.1416449713210173,0.006115146211202514,0.006115146211202514
0.09,0.15284051573119614,0.15284051573119614,0.15284051573119614,0.15284051573119614,0.007470444462300662,0.007470444462300662
0.1,0.16329656256420935,0.16329656256420935,0.16329656256420935,0.16329656256420935,0.008924145174989616,0.008924145174989616
0.11,0.1730525615516073,0.1730525615516073,0.1730525615516073,0.1730525615516073,0.010467869348881814,0.010467869348881814
0.12,0.18214601439106679,0.18214601439106679,0.18214601439106679,0.18214601439106679,0.012093716270909069,0.012093716270909069
0.13,0.19061256771405732,0.19061256771405732,0.19061256771405732,0.19061256771405732,0.013794239252110646,0.013794239252110646
0.14,0.19848610168860836,0.19848610168860836,0.19848610168860836,0.19848610168860836,0.015562422536730113,0.015562422536730113
0.15,0.20579881446045536,0.20579881446045536,0.20579881446045536,0.20579881446045536,0.017391659328248897,0.017391659328248897
0.16,0.21258130262641559,0.21258130262641559,0.21258130262641559,0.21258130262641559,0.019275730879570963,0.019275730879570963
0.17,0.2188626379248521,0.2188626379248521,0.2188626379248521,0.2188626379248521,0.021208786597039408,0.021208786597039408
0.18,0.224670440319509,0.224670440319509,0.224670440319509,0.224670440319509,0.023185325110317536,0.023185325110317536
0.19,0.2300309476448226,0.2300309476448226,0.2300309476448226,0.2300309476448226,0.02520017626240945,0.02520017626240945
0.2,0.23496908197301278,0.23496908197301278,0.23496908197301278,0.23496908197301278,0.02724848397623358,0.02724848397623358
0.21,0.23950851285582034,0.23950851285582034,0.23950851285582034,0.23950851285582034,0.029325689956201374,0.029325689956201374
0.22,0.24367171758666104,0.24367171758666104,0.24367171758666104,0.24367171758666104,0.03142751818519756,0.03142751818519756
0.23,0.2474800386222015,0.2474800386222015,0.2474800386222015,0.2474800386222015,0.0335499601792122,0.0335499601792122
0.24,0.2509537382959088,0.2509537382959088,0.2509537382959088,0.2509537382959088,0.03568926096364209,0.03568926096364209
0.25,0.25411205094997213,0.25411205094997213,0.25411205094997213,0.25411205094997213,0.037841905736964755,0.037841905736964755
0.26,0.2569732326061256,0.2569732326061256,0.2569732326061256,0.2569732326061256,0.04000460718909483,0.04000460718909483
0.27,0.2595546082903033,0.2595546082903033,0.2595546082903033,0.2595546082903033,0.042174293443265135,0.042174293443265135
0.28,0.26187261712072185,0.26187261712072185,0.26187261712072185,0.26187261712072185,0.04434809659173552,0.04434809659173552
0.29,0.2639428552638918,0.2639428552638918,0.2639428552638918,0.2639428552638918,0.04652334179702538,0.04652334179702538
0.3,0.265780116858207,0.265780116858207,0.265780116858207,0.265780116858207,0.04869753693169404,0.04869753693169404
0.31,0.2673984330001299,0.2673984330001299,0.2673984330001299,0.2673984330001299,0.05086836273095917,0.05086836273095917
0.32,0.2688111088835741,0.2688111088835741,0.2688111088835741,0.2688111088835741,0.053033663433650874,0.053033663433650874
0.33,0.27003075917887714,0.27003075917887714,0.27003075917887714,0.27003075917887714,0.055191437888150105,0.055191437888150105
0.34,0.27106934173373703,0.27106934173373703,0.27106934173373703,0.27106934173373703,0.05733983110105738,0.05733983110105738
0.35000000000000003,0.27193818967465994,0.27193818967465994,0.27193818967465994,0.27193818967465994,0.05947712620738418,0.05947712620738418
0.36,0.27264804198381115,0.27264804198381115,0.27264804198381115,0.27264804198381115,0.061601736842056935,0.061601736842056935
0.37,0.2732090726226796,0.2732090726226796,0.2732090726226796,0.2732090726226796,0.06371219989347447,0.06371219989347447
0.38,0.2736309182706451,0.2736309182706451,0.2736309182706451,0.2736309182706451,0.06580716862076652,0.06580716862076652
0.39,0.2739227047433681,0.2739227047433681,0.2739227047433681,0.2739227047433681,0.0678854061172653,0.0678854061172653
0.4,0.27409307215290274,0.27409307215290274,0.27409307215290274,0.27409307215290274,0.06994577910352633,0.06994577910352633
0.41000000000000003,0.27415019886855224,0.27415019886855224,0.27415019886855224,0.27415019886855224,0.0719872520340201,0.0719872520340201
0.42,0.2741018243347381,0.2741018243347381,0.2741018243347381,0.2741018243347381,0.07400888150236541,0.07400888150236541
0.43,0.2739552707995356,0.2739552707995356,0.2739552707995356,0.2739552707995356,0.07600981093068913,0.07600981093068913
0.44,0.273717464005029,0.273717464005029,0.273717464005029,0.273717464005029,0.0779892655293776,0.0779892655293776
0.45,0.2733949528882584,0.2733949528882584,0.2733949528882584,0.2733949528882584,0.07994654751413412,0.07994654751413412
0.46,0.2729939283392562,0.2729939283392562,0.2729939283392562,0.2729939283392562,0.08188103156787536,0.08188103156787536
0.47000000000000003,0.27252024106050704,0.27252024106050704,0.27252024106050704,0.27252024106050704,0.08379216053558917,0.08379216053558917
0.48,0.27197941857009716,0.27197941857009716,0.27197941857009716,0.27197941857009716,0.08567944134083835,0.08567944134083835
0.49,0.2713766813888494,0.2713766813888494,0.2713766813888494,0.2713766813888494,0.08754244111313095,0.08754244111313095
0.5,0.2707169584498619,0.2707169584498619,0.2707169584498619,0.2707169584498619,0.08938078351588813,0.08938078351588813
0.51,0.27000490176707576,0.27000490176707576,0.27000490176707576,0.27000490176707576,0.09119414526522787,0.09119414526522787
0.52,0.2692449003977898,0.2692449003977898,0.2692449003977898,0.2692449003977898,0.09298225283024635,0.09298225283024635
0.53,0.2684410937324101,0.2684410937324101,0.2684410937324101,0.2684410937324101,0.09474487930592178,0.09474487930592178
0.54,0.2675973841431694,0.2675973841431694,0.2675973841431694,0.2675973841431694,0.09648184145018666,0.09648184145018666
0.55,0.2667174490220699,0.2667174490220699,0.2667174490220699,0.2667174490220699,0.0981929968771165,0.0981929968771165
0.56,0.2658047522368899,0.2658047522368899,0.2658047522368899,0.2658047522368899,0.09987824139856603,0.09987824139856603
0.5700000000000001,0.2648625550327482,0.2648625550327482,0.2648625550327482,0.2648625550327482,0.10153750650694927,0.10153750650694927
0.58,0.26389392640543585,0.26389392640543585,0.26389392640543585,0.26389392640543585,0.10317075699220726,0.10317075699220726
0.59,0.2629017529714993,0.2629017529714993,0.2629017529714993,0.2629017529714993,0.10477798868633954,0.10477798868633954
0.6,0.26188874835889236,0.26188874835889236,0.26188874835889236,0.26188874835889236,0.10635922632919115,0.10635922632919115
0.61,0.2608574621408993,0.2608574621408993,0.2608574621408993,0.2608574621408993,0.10791452154948816,0.10791452154948816
0.62,0.25981028833497094,0.25981028833497094,0.25981028833497094,0.25981028833497094,0.10944395095540227,0.10944395095540227
0.63,0.2587494734871026,0.2587494734871026,0.2587494734871026,0.2587494734871026,0.11094761432919796,0.11094761432919796
0.64,0.25767712436141654,0.25767712436141654,0.25767712436141654,0.25767712436141654,0.11242563292077701,0.11242563292077701
0.65,0.2565952152536927,0.2565952152536927,0.2565952152536927,0.2565952152536927,0.11387814783518341,0.11387814783518341
0.66,0.255505594946712,0.255505594946712,0.255505594946712,0.255505594946712,0.1153053185093685,0.1153053185093685
0.67,0.25440999332444086,0.25440999332444086,0.25440999332444086,0.25440999332444086,0.11670732127374193,0.11670732127374193
0.68,0.2533100276612873,0.2533100276612873,0.2533100276612873,0.2533100276612873,0.11808434799424893,0.11808434799424893
0.6900000000000001,0.2522072086018976,0.2522072086018976,0.2522072086018976,0.2522072086018976,0.1194366047909193,0.1194366047909193
0.7000000000000001,0.25110294584623777,0.25110294584623777,0.25110294584623777,0.25110294584623777,0.12076431082902908,0.12076431082902908
0.71,0.24999855355401204,0.24999855355401204,0.24999855355401204,0.24999855355401204,0.12206769717920117,0.12206769717920117
0.72,0.24889525548181127,0.24889525548181127,0.24889525548181127,0.24889525548181127,0.12334700574294928,0.12334700574294928
0.73,0.24779418986575513,0.24779418986575513,0.24779418986575513,0.24779418986575513,0.1246024882403379,0.1246024882403379
0.74,0.24669641406179293,0.24669641406179293,0.24669641406179293,0.24669641406179293,0.12583440525659206,0.12583440525659206
0.75,0.24560290895525574,0.24560290895525574,0.24560290895525574,0.24560290895525574,0.12704302534464407,0.12704302534464407
0.76,0.2445145831507082,0.2445145831507082,0.2445145831507082,0.2445145831507082,0.12822862418075018,0.12822862418075018
0.77,0.2434322769526282,0.2434322769526282,0.2434322769526282,0.2434322769526282,0.12939148377044976,0.12939148377044976
0.78,0.242356766146948,0.242356766146948,0.242356766146948,0.242356766146948,0.13053189170227156,0.13053189170227156
0.79,0.24128876559301754,0.24128876559301754,0.24128876559301754,0.24128876559301754,0.13165014044671833,0.13165014044671833
0.8,0.24022893263510056,0.24022893263510056,0.24022893263510056,0.24022893263510056,0.13274652669818132,0.13274652669818132
0.81,0.23917787034208546,0.23917787034208546,0.23917787034208546,0.23917787034208546,0.13382135075755053,0.13382135075755053
0.8200000000000001,0.2381361305836828,0.2381361305836828,0.2381361305836828,0.2381361305836828,0.13487491595339587,0.13487491595339587
0.8300000000000001,0.23710421695099204,0.23710421695099204,0.23710421695099204,0.23710421695099204,0.13590752809969875,0.13590752809969875
0.84,0.2360825875289476,0.2360825875289476,0.2360825875289476,0.2360825875289476,0.13691949498821168,0.13691949498821168
0.85,0.23507165752780015,0.23507165752780015,0.23507165752780015,0.23507165752780015,0.13791112591361904,0.13791112591361904
0.86,0.2340718017804512,0.2340718017804512,0.2340718017804512,0.2340718017804512,0.13888273122976086,0.13888273122976086
0.87,0.23308335711213607,0.23308335711213607,0.23308335711213607,0.23308335711213607,0.13983462193526777,0.13983462193526777
0.88,0.2321066245886445,0.2321066245886445,0.2321066245886445,0.2321066245886445,0.14076710928703645,0.14076710928703645
0.89,0.231141871648974,0.231141871648974,0.231141871648974,0.231141871648974,0.14168050444005253,0.14168050444005253
0.9,0.23018933412803294,0.23018933412803294,0.23018933412803294,0.23018933412803294,0.14257511811214174,0.14257511811214174
0.91,0.2292492181747439,0.2292492181747439,0.2292492181747439,0.2292492181747439,0.14345126027230065,0.14345126027230065
0.92,0.22832170207064423,0.22832170207064423,0.22832170207064423,0.22832170207064423,0.14430923985132507,0.14430923985132507
0.93,0.22740693795383932,0.22740693795383932,0.22740693795383932,0.22740693795383932,0.14514936447351826,0.14514936447351826
0.9400000000000001,0.22650505345293304,0.22650505345293304,0.22650505345293304,0.22650505345293304,0.14597194020832147,0.14597194020832147
