time,mat0_x1,mat0_x2,mat0_y1,mat0_y2,mat1_x1,mat1_x2,mat1_y1,mat1_y2,mat2_x1,mat2_x2,mat2_y1,mat2_y2,mat3_x1,mat3_x2,mat3_y1,mat3_y2,hopf0_x,hopf0_y,hopf1_x,hopf1_y
1.17,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.2093476716112284,0.44461556245463524,0.1750537402506907,0.44461556245463524,0.1750537402506907
1.18,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.208751093587723,0.4392473808374178,0.19875339878654708,0.4392473808374178,0.19875339878654708
1.19,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.20816599358709068,0.4326284273921088,0.2223579295546767,0.4326284273921088,0.2223579295546767
1.2,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.2075922243835561,0.4247541391844276,0.2458016634801685,0.4247541391844276,0.2458016634801685
1.21,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.20702963643132313,0.4156233867101297,0.2690181765498581,0.4156233867101297,0.2690181765498581
1.22,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.20647807818892458,0.40523854278524435,0.2919404682885168,0.40523854278524435,0.2919404682885168
1.23,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.20593739642341946,0.39360554225666583,0.3145011455955619,0.39360554225666583,0.3145011455955619
1.24,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.2054074364954919,0.38073393214307427,0.33663261148005025,0.38073393214307427,0.33663261148005025
1.25,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.2048880426264535,0.36663691183842384,0.358267258204225,0.36663691183842384,0.358267258204225
1.26,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.20437905814810273,0.3513313630344083,0.37933766431936716,0.3513313630344083,0.37933766431936716
1.27,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.20388032573634743,0.3348378690443615,0.3997767950522762,0.3348378690443615,0.3997767950522762
