time,matsuoka_y1,matsuoka_y2,hopf_x,hopf_y,joint_0,joint_1,hopf_radius
8.040000000000001,0.0,0.1818787062135281,-0.9699503013522929,0.43229581728646976,-0.1939900602704586,0.26833786967082207,1.0619243196842139
8.05,0.0,0.16284306403911708,-0.9904807077022111,0.3829006213807699,-0.19809614154044222,0.23942318831527107,1.0619156831801915
8.06,0.0,0.14424960937895737,-1.008494072139255,0.332544154521666,-0.201698814427851,0.21075844028329058,1.061906732367088
8.07,0.0,0.12613991798745786,-1.0239462477688877,0.28135449698577786,-0.20478924955377753,0.18241081738461343,1.061897486245308
8.08,0.0,0.10855440340613078,-1.0367995879019514,0.22946168232971292,-0.2073599175803903,0.15444673987207336,1.0618879644911878
8.09,0.0,0.0915322178421633,-1.0470230256162338,0.17699736926470055,-0.20940460512324677,0.1269316916951034,1.0618781874100238
8.1,0.0,0.07511115628877223,-1.05459213694673,0.12409451097038532,-0.210918427389346,0.09993005848284929,1.0618681758875954
8.11,0.0,0.05932756412210127,-1.0594891876963408,0.07088702264305934,-0.21189783753926816,0.07350496865071314,1.0618579513403146
8.120000000000001,0.0,0.04421624839833119,-1.0617031638949206,0.01750944806336919,-0.21234063277898413,0.047718138011005024,1.061847535664122
8.13,0.0,0.02981039306318964,-1.0612297859692668,-0.03590337404306857,-0.21224595719385336,0.022629718254575923,1.0618369511822672
8.14,0.0,0.016141478274217913,-1.0580715067198379,-0.08921664309150173,-0.21161430134396758,-0.001701850344082434,1.0618262205921005
8.15,0.0,0.0032392040240235113,-1.0522374932316652,-0.14229592842351113,-0.21044749864633305,-0.025219981660678716,1.0618153669110122
8.16,0.0,0.0,-1.0437435928771275,-0.1950074990600061,-0.2087487185754255,-0.039001499812001225,1.0618044134216493
8.17,0.0,0.0,-1.0326114188770408,-0.2472232789677799,-0.20652228377540816,-0.04944465579355598,1.06179362027601
8.18,0.0,0.0,-1.018869015760517,-0.29881301359919316,-0.2037738031521034,-0.05976260271983863,1.061783070298748
8.19,0.0,0.0,-1.002551166610903,-0.34964631839452,-0.20051023332218063,-0.069929263678904,1.0617727580041432
8.2,0.0,0.0,-0.983699162629691,-0.39959472206255164,-0.1967398325259382,-0.07991894441251034,1.061762678030549
8.21,0.0,0.0,-0.9623606987769595,-0.4485319912081377,-0.1924721397553919,-0.08970639824162754,1.0617528251375716
8.22,0.0,0.0,-0.9385897532295545,-0.49633444930766246,-0.1877179506459109,-0.0992668898615325,1.0617431942033142
8.23,0.0,0.0,-0.9124464509612928,-0.5428812892262634,-0.18248929019225857,-0.1085762578452527,1.0617337802216846
8.24,0.0,0.0,-0.8839969117896146,-0.5880548784868967,-0.17679938235792292,-0.11761097569737936,1.0617245782997653
8.25,0.0,0.0,-0.8533130832723838,-0.6317410565196532,-0.17066261665447677,-0.12634821130393065,1.0617155836552414
8.26,0.0,0.0,-0.820472558876841,-0.6738294231399737,-0.1640945117753682,-0.13476588462799474,1.0617067916138905
8.27,0.0,0.0,-0.7855583818799496,-0.7142136175265639,-0.15711167637598994,-0.14284272350531277,1.0616981976071287
8.28,0.0,0.0,-0.7486588354954549,-0.7527915869937984,-0.14973176709909097,-0.1505583173987597,1.0616897971696122
8.290000000000001,0.0,0.0,-0.7098672197578051,-0.7894658448791841,-0.14197344395156103,-0.15789316897583683,1.0616815859368947
8.3,0.0,0.0,-0.6692816157265704,-0.8241437168939433,-0.1338563231453141,-0.16482874337878867,1.0616735596431386
8.31,0.0,0.0,-0.6270046376070593,-0.856737575313926,-0.12540092752141185,-0.17134751506278523,1.0616657141188768
8.32,0.0027740357823128753,0.0,-0.583143173413393,-0.8871650604187782,-0.11385459890036571,-0.17743301208375564,1.0616580452888287
8.33,0.01958124004017438,0.0,-0.5378068843154628,-0.9153500974495241,-0.08798013682291818,-0.18307001948990484,1.0616506231891727
8.34,0.03664864336117912,0.0,-0.49110384465273427,-0.9412250567220806,-0.06157212556936774,-0.18824501134441612,1.0616438167456075
