time,y1,y2,x1,x2,v1,v2
0.0,0.13666666666666666,0.04,0.13666666666666666,0.04,0.0,0.0
0.01,0.16877777777777778,0.06727777777777778,0.16877777777777778,0.06727777777777778,0.000911111111111111,0.0002666666666666667
0.02,0.19748462962962962,0.0909525925925926,0.19748462962962962,0.0909525925925926,0.0020302222222222223,0.0007134074074074075
0.03,0.22318707777777777,0.11141622654320989,0.22318707777777777,0.11141622654320989,0.003333251604938272,0.0013150019753086421
0.04,0.24624060619958846,0.12901576237860082,0.24624060619958846,0.12901576237860082,0.004798943779423869,0.0020490101390946503
0.05,0.2669613428760905,0.14405858577340877,0.2669613428760905,0.14405858577340877,0.006408554862224966,0.0028954551540246913
0.06,0.28563051230828845,0.15681682399768596,0.28563051230828845,0.15681682399768596,0.00814557344898407,0.003836542691487252
0.07,0.3024983883349394,0.16753128432597322,0.3024983883349394,0.16753128432597322,0.009995473041379432,0.004856411233528576
0.08,0.3177878034938517,0.17641494840496058,0.3177878034938517,0.17641494840496058,0.011945492476669832,0.005940910387478207
0.09,0.3316972648451986,0.1836560724744757,0.3316972648451986,0.1836560724744757,0.013984441216784379,0.007077403974261423
0.1,0.3444037205630334,0.18942093772327587,0.3444037205630334,0.18942093772327587,0.016102526707640473,0.008254595097596185
0.11,0.35606501662014994,0.19385629007907412,0.35606501662014994,0.19385629007907412,0.018291201333343093,0.009462370715100716
0.12,0.3668220784706659,0.1970915043104191,0.3668220784706659,0.1970915043104191,0.020543026768588473,0.010691663510860538
0.13,0.37680084871120284,0.19924050339345895,0.37680084871120284,0.19924050339345895,0.022851553779935654,0.011934329116190929
0.14,0.3861140082193788,0.20040346061333067,0.3861140082193788,0.20040346061333067,0.025211215746144103,0.013183036944706048
0.15,0.394862505177879,0.200668308778291,0.394862505177879,0.200668308778291,0.027617234362632335,0.01443117310249688
0.16,0.4031369136495833,0.2001120781806916,0.4031369136495833,0.2001120781806916,0.030065536168067314,0.015672754007002174
0.17,0.41101864093500173,0.19880208250340312,0.41101864093500173,0.19880208250340312,0.03255267868461075,0.016902349501493438
0.18,0.4185810007829107,0.19679696970860663,0.4185810007829107,0.19679696970860663,0.03507578509961336,0.018115014388172836
0.19,0.4258901676077889,0.194147653027199,0.4258901676077889,0.194147653027199,0.03763248653750201,0.019306227423642394
0.2,0.4330060251660959,0.19089813546406711,0.4330060251660959,0.19089813546406711,0.04022087107797059,0.020471836927666104
0.21,0.43998292163335573,0.1870862397229125,0.43998292163335573,0.1870862397229125,0.04283943877189142,0.02160801225124211
0.22,0.44687034168387507,0.18274425411261963,0.44687034168387507,0.18274425411261963,0.045487061990967845,0.02271120043438658
0.23,0.45371350498562973,0.17789950380625028,0.45371350498562973,0.17789950380625028,0.048162950522253896,0.023778087458908134
0.24,0.46055389946743763,0.17257485576664558,0.46055389946743763,0.17257485576664558,0.05086662088534307,0.024805563567890414
0.25,0.4674297567789464,0.16678916471427824,0.4674297567789464,0.16678916471427824,0.0535978694092237,0.025790692182548782
0.26,0.47437647653284337,0.1605576666800535,0.47437647653284337,0.1605576666800535,0.05635674865835519,0.026730681999426978
0.27,0.48142700518118714,0.15389232594635296,0.48142700518118714,0.15389232594635296,0.05914354684418511,0.02762286189729782
0.28,0.4886121747233391,0.1468021405232224,0.4886121747233391,0.1468021405232224,0.06195876989976512,0.02846465832429152
0.29,0.4959610058623083,0.13929341072388396,0.4959610058623083,0.13929341072388396,0.06480312593192228,0.029253574872284395
0.3,0.5035009797111129,0.13136997488640983,0.5035009797111129,0.13136997488640983,0.06767751179812485,0.029987173777961725
0.31,0.5112582816936666,0.12303341582907265,0.5112582816936666,0.12303341582907265,0.07058300158421144,0.030663059118684714
0.32,0.5192580208791743,0.11428324121905237,0.5192580208791743,0.11428324121905237,0.07352083678494113,0.03127886149675397
0.33,0.5275244276292846,0.10511704067203584,0.5275244276292846,0.10511704067203584,0.07649241801223602,0.03183222402823596
0.34,0.5360810321181564,0.0955306220786452,0.5360810321181564,0.0955306220786452,0.07949929807634969,0.032320789472527964
0.35000000000000003,0.544950826002574,0.0855181293680088,0.544950826002574,0.0855181293680088,0.08254317630329507,0.032742188356568745
0.36,0.5541564092682678,0.07507214366508942,0.5541564092682678,0.07507214366508942,0.08562589396795693,0.03309402796331168
0.37,0.5637201240560377,0.06418376957301,0.5637201240560377,0.06418376957301,0.08874943073662567,0.0333738820679902
0.38,0.5736641770739772,0.05284270811137385,0.5736641770739772,0.05284270811137385,0.09191590202542174,0.033579281318023665
0.39,0.584010752027202,0.04103731766362837,0.584010752027202,0.04103731766362837,0.09512755719241212,0.03370770416331267
0.4,0.5947821133414988,0.02875466412835308,0.5947821133414988,0.02875466412835308,0.09838677849131071,0.03375656825331477
0.41000000000000003,0.6060007023199987,0.01598056132872876,0.6060007023199987,0.01598056132872876,0.10169608072364529,0.03372322222581503
0.42,0.6176892267503616,0.002699602609383579,0.6176892267503616,0.002699602609383579,0.10505811153428765,0.03360493781983446
0.43,0.6298707448722818,0.0,0.6298707448722818,-0.011104815561448303,0.10847565230239481,0.033398902251764784
0.44,0.6416433432230461,0.0,0.6416433432230461,-0.025450477265541158,0.11195161958619405,0.03317624290341969
0.45,0.6527917904765316,0.0,0.6527917904765316,-0.04028415615217161,0.11548289774377307,0.03295506795073022
0.46,0.663333204277729,0.0,0.663333204277729,-0.055537671350192205,0.11906495702865813,0.032735367497725355
0.47000000000000003,0.6732844336665609,0.0,0.6732844336665609,-0.07114654049484491,0.12269341201031861,0.032517131714407184
0.48,0.6826620584103209,0.0,0.6826620584103209,-0.0870498340648573,0.12636401882136022,0.03230035083631114
0.49,0.6914823885418862,0.0,0.6914823885418862,-0.10319003451930954,0.13007267241861997,0.032085015164069065
0.5,0.6997614640959153,0.0,0.6997614640959153,-0.11951290009142768,0.13381540385944174,0.03187111506297527
0.51,0.707515055035422,0.0,0.707515055035422,-0.13596733310057138,0.13758837759435155,0.03165864096255543
0.52,0.7147586613612845,0.0,0.7147586613612845,-0.15250525264767453,0.14138788877729203,0.0314475833561384
0.53,0.7215075133974223,0.0,0.7215075133974223,-0.16908147156326833,0.14521036059451864,0.031237932800430808
0.54,0.7277765722445403,0.0,0.7277765722445403,-0.1856535774809733,0.14905234161320466,0.031029679915094602
0.55,0.7335805303955086,0.0,0.7335805303955086,-0.2021818179129922,0.1529105031507469,0.030822815382327305
0.56,0.7389338125056085,0.0,0.7389338125056085,-0.21862898920767335,0.15678163666571196,0.030617329946445122
0.5700000000000001,0.7438505763110408,0.0,0.7438505763110408,-0.23496032927264796,0.16066265117131126,0.030413214413468823
0.58,0.748344713689252,0.0,0.748344713689252,-0.2511434139503777,0.1645505706722428,0.030210459650712364
0.59,0.7524298518547942,0.0,0.7524298518547942,-0.2671480569361836,0.16844253162568953,0.03000905658637428
0.6,0.7561193546845884,0.0,0.7561193546845884,-0.2829462131319686,0.1723357804272169,0.029808996209131786
0.61,0.7594263241666209,0.0,0.7594263241666209,-0.29851188533189416,0.17622767092226604,0.029610269567737574
0.62,0.7623636019662492,0.0,0.7623636019662492,-0.31382103413923196,0.18011566194389508,0.029412867770619324
0.63,0.7649437711044479,0.0,0.7649437711044479,-0.32885149101648625,0.18399731487737744,0.029216781985481863
0.64,0.7671791577424745,0.0,0.7671791577424745,-0.34358287437367285,0.18787029125222457,0.029022003438911984
0.65,0.769081833067577,0.0,0.769081833067577,-0.35799650860235077,0.19173235036215958,0.028828523415985904
0.66,0.7706636152745139,0.0,0.7706636152745139,-0.37207534596563624,0.19558134691352902,0.02863633325987933
