time,x,y,radius,phase
6.3,0.6168999748564943,-0.9038184279966848,1.0942821070292348,-0.9718790026624441
6.3100000000000005,0.672470471986294,-0.8632728398354038,1.0942835700543767,-0.9090058184412912
6.32,0.7253836673490741,-0.8193156853358708,1.0942849981125482,-0.8461326322083139
6.33,0.7754304500073507,-0.7721206673855303,1.0942863920393413,-0.7832594440115928
6.34,0.8224130363705058,-0.7218742849059498,1.0942877526503854,-0.72038625389806
6.3500000000000005,0.8661457518352862,-0.6687750958345245,1.094289080741826,-0.657513061913526
6.36,0.9064557645720213,-0.6130329324495152,1.0942903770907881,-0.5946398681027069
6.37,0.9431837685567412,-0.5548680721394826,1.094291642455832,-0.5317666725092499
6.38,0.9761846131499547,-0.49451036689425304,1.094292877577395,-0.46889347517575986
6.390000000000001,1.0053278767340992,-0.43219833495766796,1.0942940831782253,-0.406020276143823
6.4,1.0304983821427536,-0.3681782182318988,1.0942952599638036,-0.3431470754540322
6.41,1.0515966518447484,-0.3027030091584429,1.0942964086227558,-0.28027387314601027
6.42,1.0685393010843864,-0.23603145092153383,1.0942975298272557,-0.2174006692584331
6.43,1.081259367424192,-0.1684270149251174,1.0942986242334172,-0.15452746382905244
6.44,1.0897065753879325,-0.10015685958434821,1.094299692481678,-0.09165425689471801
6.45,1.0938475351581427,-0.03149077454639508,1.0943007351971743,-0.02878104849139883
6.46,1.093665874542984,0.03729988548708264,1.0943017529901062,0.03409216134579557
6.47,1.089162303690995,0.10594327312234257,1.094302746456094,0.09696537258259465
6.48,1.0803546122980545,0.17416812258297143,1.0943037161765268,0.15983858518554686
6.49,1.0672775993176642,0.2417048217207369,1.094304662718902,0.22271179912200004
6.5,1.0499829354523973,0.3082864774914066,1.0943055866371572,0.28558501436008227
6.51,1.0285389589699967,0.37364997068489453,1.0943064884719944,0.3484582308686834
6.5200000000000005,1.0030304056510981,0.43753699574156946,1.0943073687511953,0.41133144861743665
6.53,0.973558073935857,0.49969508154550407,1.0943082279899314,0.474204667576701
6.54,0.9402384265928357,0.5598785891606276,1.0943090666910633,0.5370778877175436
6.55,0.9032031304843665,0.6178496825668703,1.0943098853454363,0.5999511090117234
6.5600000000000005,0.8625985362472325,0.673379268560095,1.0943106844321664,0.6628243314316739
6.57,0.8185850999449531,0.7262479021014758,1.0943114644189211,0.7256975549504876
6.58,0.7713367489772766,0.776246653538532,1.0943122257621927,0.7885707795419001
6.59,0.7210401947527649,0.8231779342707035,1.0943129689075644,0.8514440051802745
6.6000000000000005,0.6678941948407386,0.8668562775965861,1.094313694289973,0.9143172318405868
6.61,0.6121087675184904,0.9071090716570571,1.0943144023339606,0.9771904594984107
6.62,0.5539043618178039,0.9437772415778443,1.0943150934539252,1.040063688129904
6.63,0.4935109863506639,0.9767158781158429,1.0943157680543616,1.1029369177117943
6.640000000000001,0.43116730035694206,1.0057948103249044,1.0943164265300982,1.165810148221365
6.65,0.36711967056612516,1.0308991199780433,1.0943170692665285,1.2286833796364431
6.66,0.30162119760025036,1.0519295957131862,1.0943176966398362,1.291556611935385
6.67,0.23493071576557095,1.0688031251077874,1.0943183090172146,1.3544298450970642
6.68,0.16731177018563695,1.0814530231329353,1.0943189067570827,1.4173030791008598
6.69,0.09903157531801104,1.0898292956889906,1.0943194902092936,1.4801763139266433
6.7,0.03035995897040547,1.0938988371813454,1.0943200597153395,1.5430495495547674
6.71,-0.03843170401067654,1.0936455613555593,1.0943206156085523,1.605922785966054
6.72,-0.10707156416490346,1.0890704648748681,1.094321158214297,1.668796023141784
6.73,-0.17528837171863537,1.0801916233888595,1.0943216878501634,1.7316692610636852
6.74,-0.24281254851554765,1.0670441201088892,1.0943222048261512,1.7945424997139225
6.75,-0.30937725334127425,1.0496799071725296,1.0943227094448518,1.8574157390750865
6.76,-0.37471943643209693,1.0281676003449534,1.0943232020016245,1.9202889791301845
6.7700000000000005,-0.43858087900045306,1.0025922078685892,1.0943236827847702,1.9831622198626297
6.78,-0.5007092136692506,0.9730547945326203,1.0943241520756997,2.0460354612562313
6.79,-0.5608589217824258,0.9396720822898967,1.0943246101490982,2.1089087032951865
6.8,-0.6187923036505655,0.9025759889995797,1.094325057273086,2.1717819459640695
6.8100000000000005,-0.6742804178973729,0.8619131071183527,1.0943254937093756,2.234655189247823
6.82,-0.7271039861948694,0.8178441244003432,1.0943259197134247,2.29752843313175
6.83,-0.7770542598120012,0.7705431888950658,1.0943263355345854,2.360401677601504
6.84,-0.8239338445522324,0.720197220752821,1.0943267414162507,2.4232749226430834
6.8500000000000005,-0.8675574808201446,0.6670051735571856,1.0943271375959964,2.486148168242819
6.86,-0.9077527757343885,0.61117724810369,1.09432752430572,2.5490214143873695
6.87,-0.9443608843938371,0.5529340617316951,1.094327901771777,2.6118946610637117
6.88,-0.9772371376047307,0.49250577649212746,1.0943282702151127,2.674767908259135
6.890000000000001,-1.0062516135881785,0.43013118959639685,1.0943286298513917,2.7376411559612315
6.9,-1.0312896514087633,0.3660567897408794,1.0943289808911245,2.8005144041578895
